# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	Textures\mario.png	255	255	255
10	Textures\enemies.png	0	128	128
20	Textures\tiles.png	224	163	216
30	Textures\misc.png	176	224	248
40	Textures\hud.png	255	0	255
60	Textures\mario-2.png	255	255	255

# id	left	top	right	bottom	texture_id
[SPRITES]
# idle left, normal
1410	5	154	21	182	0
# slide right, super
1411	425	154	441	182	0
# slide left, raccoon
1420	5	633	21	663	0
# slide right, racoon
1421	425	633	441	663	0
# slide left, fire
1430	5	394	21	422	0
# slide right, fire
1431	425	394	441	422	0

# crouch left, super
1510	6	239	20	257	0
# crouch right, super
1511	426	239	440	257	0
# crouch left, raccoon
1520	2	719	24	737	0
# crouch right, raccoon
1521	422	719	444	737	0
# crouch left, fire
1530	6	479	20	497	0
# crouch right, fire
1531	426	479	440	497	0

# attack1, raccoon
1620	215	633	231	662	0
# attack2, raccoon
1621	215	674	231	702	0
# attack left, fire
16300	96	474	110	501	0
16301	66	474	80	501	0
16302	36	474	50	501	0
# attack right, fire
16310	336	474	350	501	0
16311	366	474	380	501	0
16312	396	474	410	501	0

# fly left
17200	91	714	115	741	0
17201	61	714	85	742	0
17202	61	754	85	781	0
# fly right
17210	331	714	355	741	0
17211	361	714	385	742	0
17212	361	754	385	781	0
# fly left, normal
17000	65	40	81	56	0
# fly right, normal
17010	365	40	381	56	0
# fly left, super
17100	33	195	52	221	0
# fly right, super
17110	394	195	413	221	0
# fly left, fire
17300	33	435	52	461	0
# fly right, fire
17310	394	435	412	461	0

# death
1800	215	120	231	136	0

# warping/emerging (normal, super, fire)
1900	216	0	230	15	0
1910	215	154	231	181	0
1930	215	394	231	421	0

# flapping, left
19000	0	0	22	26	60
19001	25	0	48	26	60
19002	51	0	74	26	60
# flapping, right
19010	77	0	100	26	60
19011	103	0	126	26	60
19012	129	0	150	26	60

# GAME OBJECTS
# BLOCK
# wood block
2000	1004	18	1020	34	20
# gold block
2200	1038	1	1054	17	20
2210	1055	1	1071	17	20
2220	1072	1	1088	17	20
2230	1089	1	1105	17	20
# used power block
2101	1208	1	1224	17	20

# pipe (topleft, topright, left, right)
# overworld
3200	1	205	17	221	20
3201	18	205	34	221	20
3202	1	222	17	238	20
3203	18	222	34	238	20

# green hill (topleft, topmid, topright, left, mid, right)
3000	341	290	357	306	20
3001	358	290	374	306	20
3002	375	290	391	306	20
3010	341	307	357	323	20
3011	358	307	374	323	20
3012	375	307	391	323	20

# wood platform (topleft, topmid, topright, left, mid, right)
3100	443	188	459	204	20
3101	460	188	476	204	20
3102	477	188	493	204	20
3110	443	205	459	221	20
3111	460	205	476	221	20
3112	477	205	493	221	20

#fireball left
5000	198	554	206	562	0
5001	180	553	188	562	0
5002	180	574	188	582	0
5003	198	573	206	582	0
#fireball right
5010	240	554	248	562	0
5011	258	553	266	562	0
5012	258	574	266	582	0
5013	240	573	248	582	0

# coin
7000	953	69	969	85	20
7001	970	69	986	85	20
7002	987	69	1003	85	20

# mushroom
7003	300	189	316	205	30

# leaf
7004	300	208	316	222	30

# 1up mushroom
7005	318	189	334	205	30

# fire flower
7006	336	189	352	205	30

# lift
22000	443	222	459	238	20
22001	460	222	476	238	20
22002	477	222	493	238	20

#BACKGROUND OBJECTS
# bush
4107	375	324	391	340	20

# cloud
4000	902	1	918	17	20
4001	919	1	935	17	20

# smallcloud
4002	902	18	918	34	20

#ENEMIES
# koopa, walk left
21000	222	192	238	218	10
21010	205	191	221	218	10
# koopa, walk right
21001	170	192	186	218	10
21011	187	191	202	218	10
# koopa, dormant
21002	239	202	255	218	10
# koopa, pinball
21003	256	202	272	218	10
21013	273	202	289	218	10
21023	290	202	305	218	10
# koopa, death
21004	152	202	168	218	10
# koopa paratroopa, fly left
21005	205	248	221	276	10
21015	222	250	238	276	10
# koopa paratroopa, fly right
21006	324	248	340	276	10
21016	307	250	323	276	10
# koopa, emerging
21007	130	203	146	219	10

# HUD sprites
50	33	32	41	39	40
51	43	32	51	39	40
52	53	32	61	39	40
53	63	32	71	39	40
54	73	32	81	39	40
55	83	32	91	39	40
56	93	32	101	39	40
57	103	32	111	39	40
58	113	32	121	39	40
59	123	32	131	39	40
60	3	33	11	40	40
61	12	33	27	40	40
62	163	33	187	61	40
63	187	33	211	61	40
64	211	33	235	61	40
65	235	33	259	61	40
66	3	3	155	31	40
67	220	107	236	123	40

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# MARIO
# idle normal left
4000	1000	100
# idle normal right
4001	1001	100
# idle super left
4002	1010	100
# idle super right
4003	1011	100
# idle raccoon left
4004	1020	100
# idle raccoon right
4005	1021	100
# idle fire left
4006	1030	100
# idle fire right
4007	1031	100
# walk normal left
4008	1100	100	1000	100
# walk normal right
4009	1101	100	1001	100
# walk super left
4010	11100	100	11101	100	11100	100	1010	100
# walk super right
4011	11110	100	11111	100	11110	100	1011	100
# walk raccoon left
4012	11200	100	11201	100	11200	100	1020	100
# walk raccoon right
4013	11210	100	11211	100	11210	100	1021	100
# walk fire left
4014	11300	100	11301	100	11300	100	1030	100
# walk fire right
4015	11310	100	11311	100	11310	100	1031	100
# jump normal left
4016	1200	100
# jump normal right
4017	1201	100
# jump super left
4018	1210	100
# jump super right
4019	1211	100
# jump raccoon left
4020	1220	100
# jump raccoon right
4021	1221	100
# jump fire left
4022	1230	100
# jump fire right
4023	1231	100
# sprint normal left
4024	13000	100	13001	100
# sprint normal right
4025	13010	100	13011	100
# sprint super left
4026	13100	100	13101	100	13102	100	13101	100
# sprint super right
4027	13110	100	13111	100	13112	100	13111	100
# sprint raccoon left
4028	13200	100	13201	100	13202	100	13201	100
# sprint raccoon right
4029	13210	100	13211	100	13212	100	13211	100
# sprint fire left
4030	13300	100	13301	100	13302	100	13301	100
# sprint fire right
4031	13310	100	13311	100	13312	100	13311	100
# slide normal left
4032	1400	100
# slide normal right
4033	1401	100
# slide super left
4034	1410	100
# slide super right
4035	1411	100
# slide raccoon left
4036	1420	100
# slide raccoon right
4037	1421	100
# slide fire left
4038	1430	100
# slide fire right
4039	1431	100
# crouch super left
4040	1510	100
# crouch super right
4041	1511	100
# crouch racoon left
4042	1520	100
# crouch raccoon right
4043	1521	100
# crouch fire left
4044	1530	100
# crouch fire right
4045	1531	100
# attack raccoon left
4046	13200	60	1620	60	13210	60	1621	60	13200	60
# attack raccoon right
4047	13210	60	1620	60	13200	60	1621	60	13210	60
# attack fire left
4048	16300	60	16301	60	16302	60
# attack fire right
4049	16310	60	16311	60	16312	60
# fly raccoon left
4050	17200	80	17201	80	17200	80	17202	80
# fly raccoon right
4051	17210	80	17211	80	17210	80	17212	80
# death
4052	1800	100
# warping/emerging normal
4053	1900	100
# warping/emerging super
4054	1910	100
# warping/emerging raccoon
4055	1620	100
# warping/emerging fire
4056	1930	100
# fly normal left
4057	17000	100
# fly normal right
4058	17010	100
# fly super left
4059	17100	100
# fly super right
4060	17110	100
# fly fire left
4061	17300	100
# fly fire right
4062	17310	100
# flap left
4063	19002	80	19001	80	19000	80	19001	80
# flap right
4064	19012	80	19011	80	19010	80	19011	80
# high jump, left
4065	17200	100
# high jump, right
4066	17210	100

# BLOCKS
# wood block
6000	2000	100
# gold block
6200	2200	300	2210	100	2220	100	2230	100
# inactive power block
6101	2101	100

# pipe
5200	3200	100
5201	3201	100
5202	3202	100
5203	3203	100

# green hill
5000	3000	100
5001	3001	100
5002	3002	100
5003	3010	100
5004	3011	100
5005	3012	100

# wood platform
5100	3100	100
5101	3101	100
5102	3102	100
5103	3110	100
5104	3111	100
5105	3112	100

# lift
22000	22000	100
22001	22001	100
22002	22002	100

# fireball
8000	5000	100	5001	100	5002	100	5003	100
8001	5010	100	5011	100	5012	100	5013	100

# coin
15000	7000	100
15001	7000	100	7001	100	7002	100	7001	100

# powerups
# mushroom
16000	7003	100
# leaf
16001	7004	100
# 1up
16002	7005	100
# flower
16003	7006	100

# BACKGROUND OBJECTS
# bush
7107	4107	100
# cloud
7000	4000	100
7001	4001	100
# smallcloud
7002	4002	100

# ENEMIES
# koopa, walk left
12000	21000	100	21010	100
# koopa, walk right
12001	21001	100	21011	100
# koopa, dormant
12002	21002	100
# koopa, pinball
12003	21023	80	21003	80	21013	80	21002	80
# koopa, death
12004	21004	100
# koopa paratroopa, fly left
12005	21005	100	21015	100
# koopa paratroopa, fly right
12006	21006	100	21016	100
# koopa paratroopa, emerging
12007	21007	100

# HUD
400	50	100
401	51	100
402	52	100
403	53	100
404	54	100
405	55	100
406	56	100
407	57	100
408	58	100
409	59	100
410	60	100
411	61	100
412	62	100
413	63	100
414	64	100
415	65	100
416	66	100
417	67	100

[ANIMATION_SETS]
# MARIO
0	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4014	4015	4016	4017	4018	4019	4020	4021	4022	4023	4024	4025	4026	4027	4028	4029	4030	4031	4032	4033	4034	4035	4036	4037	4038	4039	4040	4041	4042	4043	4044	4045	4046	4047	4048	4049	4050	4051	4052	4053	4054	4055	4056	4057	4058	4059	4060	4061	4062	4063	4064	4065	4066
# BLOCK
1	6000
# GOLD BLOCK
2	6200
# POWER BLOCK
3	6200	6101
# PIPE
4	5200	5201	5202	5203
# GREEN HILL
5	5000	5001	5002	5003	5004	5005
# WOOD PLATFORM
6	5100	5101	5102	5103	5104	5105
# BUSH
7	7107
# CLOUD
8	7000
9	7001
# SMALLCLOUD
89	7002
# FIREBALL
10	8000	8001
# KOOPA
12	12000	12001	12002	12003	12004	12005	12006	12007
# COIN
15	15000	15001
# POWERUPS
16	16000	16001	16002	16003
# LIFT
22	22000	22001	22002
#HUD
100	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417

[OBJECTS]
0	16	144	0
100	0	0	100

[CELLS]
C	0	0
7	16	112	8
7	32	112	9
7	112	128	89
7	160	80	8
7	176	80	9
7	224	224	8
7	240	224	9
7	64	160	7
7	80	160	7
7	96	160	7
7	112	160	7
7	128	160	7
5	0	176	5	5	10
2	224	176	2
2	240	176	2

C	0	1
7	272	112	89
7	384	208	89
7	496	192	89
7	416	128	8
7	432	128	9
15	336	128	15
15	352	128	15
15	368	128	15
15	416	96	15
15	432	96	15
15	448	96	15
2	256	176	2
2	272	176	2
2	384	160	2
2	400	160	2
2	416	160	2
2	432	160	2
2	448	160	2
22	368	144	22

C	0	2
7	544	96	8
7	560	96	9
7	672	160	89
7	704	96	8
7	720	96	9
2	608	112	2
2	624	112	2
3	640	112	3	2
2	656	112	2
2	640	192	2
2	656	192	2
2	752	144	2
2	752	160	2
2	752	176	2
2	752	192	2
22	592	128	22
22	560	176	22
22	624	224	22
22	752	160	22

C	0	3
7	800	144	89
7	928	208	89
7	800	224	8
7	816	224	9
7	896	128	8
7	912	128	9
15	768	128	15
15	784	128	15
15	800	128	15
15	848	96	15
15	864	96	15
15	880	96	15
2	768	192	2
2	784	192	2
2	800	192	2
2	864	160	2
2	864	176	2
2	864	192	2
2	864	208	2
2	880	208	2
2	896	208	2
2	944	160	2
2	944	176	2
3	960	176	3	1
2	960	224	2
2	976	224	2
2	992	224	2
2	1008	224	2
21	1008	176	3	11

C	0	4
7	1168	224	89
7	1264	80	89
7	1056	96	8
7	1072	96	9
7	1152	160	8
7	1168	160	9
2	1024	176	2
2	1040	176	2
2	1056	176	2
2	1072	176	2
2	1152	208	2
2	1168	208	2
2	1184	208	2
2	1200	208	2
2	1216	208	2
2	1184	128	2
2	1200	128	2
2	1216	128	2
2	1232	128	2
2	1264	192	2
3	1232	112	3	2
12	1072	144	12	0	1000	1080
22	1088	208	22
22	1200	144	22

C	0	5
7	1376	144	89
7	1440	208	89
7	1328	208	8
7	1344	208	9
7	1456	112	8
7	1472	112	9
15	1328	112	15
15	1344	112	15
15	1360	112	15
15	1504	96	15
15	1504	112	15
15	1504	128	15
15	1504	144	15
15	1504	160	15
15	1504	176	15
15	1504	192	15
15	1504	208	15
2	1280	192	2
2	1392	128	2
2	1408	128	2
2	1424	128	2
22	1376	176	22
22	1408	160	22

C	0	6
7	1664	128	89
7	1728	224	89
7	1776	96	89
7	1568	112	8
7	1584	112	9
7	1632	176	8
7	1648	176	9
21	1536	112	3	7
2	1536	128	2
2	1536	192	2
2	1536	208	2
2	1536	224	2
2	1552	224	2
2	1568	224	2
2	1584	224	2
2	1728	112	2
2	1728	128	2
2	1728	144	2
2	1776	192	2
22	1552	128	22
22	1744	208	22
22	1776	160	22

C	0	7
7	2000	128	89
7	1856	176	8
7	1872	176	9
7	1920	96	8
7	1936	96	9
15	1888	128	15
15	1904	128	15
15	1920	128	15
2	1792	192	2
2	1808	192	2
1	2032	64	1
1	2032	80	1
1	2032	96	1
1	2032	112	1
1	2032	128	1
1	2032	144	1
1	2032	160	1
1	2032	176	1
1	2032	192	1
1	2032	208	1
12	1872	144	12	2	112	224
12	1984	160	12	0	-1	-1
5	1968	192	5	2	3
5	1920	224	6	2	8
4	1936	160	4	4	0	1
19	1938	192	0	28	8	5	0	0	0
