# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	Textures\mario.png	255	255	255
20	Textures\tiles.png	224	163	216
40	Textures\hud.png	255	0	255
50	Textures\roulette.png	0	183	239
60	Textures\mario-2.png	255	255	255
70	Textures\enemies-2.png	3	26	110

# id	left	top	right	bottom	texture_id
[SPRITES]
# idle left, normal
1410	5	154	21	182	0
# slide right, super
1411	425	154	441	182	0
# slide left, raccoon
1420	5	633	21	663	0
# slide right, racoon
1421	425	633	441	663	0
# slide left, fire
1430	5	394	21	422	0
# slide right, fire
1431	425	394	441	422	0

# crouch left, super
1510	6	239	20	257	0
# crouch right, super
1511	426	239	440	257	0
# crouch left, raccoon
1520	2	719	24	737	0
# crouch right, raccoon
1521	422	719	444	737	0
# crouch left, fire
1530	6	479	20	497	0
# crouch right, fire
1531	426	479	440	497	0

# attack1, raccoon
1620	215	633	231	662	0
# attack2, raccoon
1621	215	674	231	702	0
# attack left, fire
16300	96	474	110	501	0
16301	66	474	80	501	0
16302	36	474	50	501	0
# attack right, fire
16310	336	474	350	501	0
16311	366	474	380	501	0
16312	396	474	410	501	0

# fly left, raccoon
17200	91	714	115	741	0
17201	61	714	85	742	0
17202	61	754	85	781	0
# fly right, raccoon
17210	331	714	355	741	0
17211	361	714	385	742	0
17212	361	754	385	781	0
# fly left, normal
17000	65	40	81	56	0
# fly right, normal
17010	365	40	381	56	0
# fly left, super
17100	33	195	52	221	0
# fly right, super
17110	394	195	413	221	0
# fly left, fire
17300	33	435	52	461	0
# fly right, fire
17310	394	435	412	461	0

# death
1800	215	120	231	136	0

# warping/emerging (normal, super, fire)
1900	216	0	230	15	0
1910	215	154	231	181	0
1930	215	394	231	421	0

# flapping, left
19000	0	0	22	26	60
19001	25	0	48	26	60
19002	51	0	74	26	60
# flapping, right
19010	77	0	100	26	60
19011	103	0	126	26	60
19012	129	0	150	26	60

# GAME OBJECTS
# pipe (topleft, topright, left, right)
# overworld
3200	1	205	17	221	20
3201	18	205	34	221	20
3202	1	222	17	238	20
3203	18	222	34	238	20

# wood platform (topleft, topmid, topright, left, mid, right)
3000	443	154	459	170	20
3001	460	154	476	170	20
3002	477	154	493	170	20
3010	443	171	459	187	20
3011	460	171	476	187	20
3012	477	171	493	187	20

#fireball left
5000	198	554	206	562	0
5001	180	553	188	562	0
5002	180	574	188	582	0
5003	198	573	206	582	0
#fireball right
5010	240	554	248	562	0
5011	258	553	266	562	0
5012	258	574	266	582	0
5013	240	573	248	582	0

# boomerang, left
24000	16	209	32	225	70
24001	42	209	58	225	70
24002	68	209	84	225	70
24003	92	208	108	225	70

# boomerang, right
24010	188	262	204	278	70
24011	162	262	178	278	70
24012	137	262	153	278	70
24013	112	262	128	278	70

#BACKGROUND OBJECTS
# vegetation
# shrub (topleft, topright, left, right, mid, leftinlay, rightinlay)
4100	307	307	323	323	20
4101	324	307	340	323	20
4102	307	324	323	340	20
4103	324	324	340	340	20
4104	341	324	357	340	20
4105	307	341	323	357	20
4106	324	341	340	357	20
#bush
4107	375	324	391	340	20

# cloud (topleft, topmid, topright, botleft, botmid, botright)
4000	715	1	731	17	20
4001	732	1	748	17	20
4002	749	1	765	17	20
4003	715	18	731	34	20
4004	732	18	748	34	20
4005	749	18	765	34	20

# finish area border
6000	698	86	714	102	20

# finish area background
6001	698	35	714	51	20

# finish area shrubs (topleft, topright, left. right)
6100	715	69	731	85	20
6101	732	69	748	85	20
6102	715	86	731	102	20
6103	732	86	748	102	20

#ENEMIES
# boomerang bro, idle left
23000	90	178	105	201	70
# boomerang bro, idle right
23001	76	233	92	256	70
# boomerang bro, walk left
23002	67	178	83	201	70
# boomerang bro, walk right
23003	99	233	115	256	70
# boomerang bro, armed walk left
23004	8	173	32	201	70
23014	37	173	60	201	70
# boomerang bro, armed walk right
23005	150	228	174	256	70
23015	121	228	145	256	70
# boomerang bro, death left
23006	210	232	226	255	70
# boomerang bro, death right
23007	192	232	208	255	70

# HUD sprites
50	33	32	41	39	40
51	43	32	51	39	40
52	53	32	61	39	40
53	63	32	71	39	40
54	73	32	81	39	40
55	83	32	91	39	40
56	93	32	101	39	40
57	103	32	111	39	40
58	113	32	121	39	40
59	123	32	131	39	40
60	3	33	11	40	40
61	12	33	27	40	40
62	163	33	187	61	40
63	187	33	211	61	40
64	211	33	235	61	40
65	235	33	259	61	40
66	3	3	155	31	40
67	220	107	236	123	40

# ROULETTE
# mushroom
50000	435	347	461	373	50
# mushroom, activated
50001	257	373	273	389	50
50002	316	375	332	390	50
# mushroom card
50003	278	394	294	410	50
# flower
50004	407	347	433	373	50
# flower, activated
50005	277	374	293	390	50
50006	329	375	344	391	50
# flower card
50007	260	394	276	410	50
# star
50008	379	347	405	373	50
# star, activated
50009	297	373	313	389	50
50010	344	374	360	390	50
# star card
50011	296	394	312	410	50
# neutral activated form
50012	413	375	429	391	50
# victory announcement
50013	4	348	252	421	50

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# MARIO
# idle normal left
4000	1000	100
# idle normal right
4001	1001	100
# idle super left
4002	1010	100
# idle super right
4003	1011	100
# idle raccoon left
4004	1020	100
# idle raccoon right
4005	1021	100
# idle fire left
4006	1030	100
# idle fire right
4007	1031	100
# walk normal left
4008	1100	100	1000	100
# walk normal right
4009	1101	100	1001	100
# walk super left
4010	11100	100	11101	100	11100	100	1010	100
# walk super right
4011	11110	100	11111	100	11110	100	1011	100
# walk raccoon left
4012	11200	100	11201	100	11200	100	1020	100
# walk raccoon right
4013	11210	100	11211	100	11210	100	1021	100
# walk fire left
4014	11300	100	11301	100	11300	100	1030	100
# walk fire right
4015	11310	100	11311	100	11310	100	1031	100
# jump normal left
4016	1200	100
# jump normal right
4017	1201	100
# jump super left
4018	1210	100
# jump super right
4019	1211	100
# jump raccoon left
4020	1220	100
# jump raccoon right
4021	1221	100
# jump fire left
4022	1230	100
# jump fire right
4023	1231	100
# sprint normal left
4024	13000	100	13001	100
# sprint normal right
4025	13010	100	13011	100
# sprint super left
4026	13100	100	13101	100	13102	100	13101	100
# sprint super right
4027	13110	100	13111	100	13112	100	13111	100
# sprint raccoon left
4028	13200	100	13201	100	13202	100	13201	100
# sprint raccoon right
4029	13210	100	13211	100	13212	100	13211	100
# sprint fire left
4030	13300	100	13301	100	13302	100	13301	100
# sprint fire right
4031	13310	100	13311	100	13312	100	13311	100
# slide normal left
4032	1400	100
# slide normal right
4033	1401	100
# slide super left
4034	1410	100
# slide super right
4035	1411	100
# slide raccoon left
4036	1420	100
# slide raccoon right
4037	1421	100
# slide fire left
4038	1430	100
# slide fire right
4039	1431	100
# crouch super left
4040	1510	100
# crouch super right
4041	1511	100
# crouch racoon left
4042	1520	100
# crouch raccoon right
4043	1521	100
# crouch fire left
4044	1530	100
# crouch fire right
4045	1531	100
# attack raccoon left
4046	13200	60	1620	60	13210	60	1621	60	13200	60
# attack raccoon right
4047	13210	60	1620	60	13200	60	1621	60	13210	60
# attack fire left
4048	16300	60	16301	60	16302	60
# attack fire right
4049	16310	60	16311	60	16312	60
# fly raccoon left
4050	17200	80	17201	80	17200	80	17202	80
# fly raccoon right
4051	17210	80	17211	80	17210	80	17212	80
# death
4052	1800	100
# warping/emerging normal
4053	1900	100
# warping/emerging super
4054	1910	100
# warping/emerging raccoon
4055	1620	100
# warping/emerging fire
4056	1930	100
# fly normal left
4057	17000	100
# fly normal right
4058	17010	100
# fly super left
4059	17100	100
# fly super right
4060	17110	100
# fly fire left
4061	17300	100
# fly fire right
4062	17310	100
# flap left
4063	19002	80	19001	80	19000	80	19001	80
# flap right
4064	19012	80	19011	80	19010	80	19011	80
# high jump, left
4065	17200	100
# high jump, right
4066	17210	100

# OBJECTS
# pipe
5200	3200	100
5201	3201	100
5202	3202	100
5203	3203	100

# wood platform anims
5000	3000	100
5001	3001	100
5002	3002	100
5003	3010	100
5004	3011	100
5005	3012	100

# fireball
8000	5000	100	5001	100	5002	100	5003	100
8001	5010	100	5011	100	5012	100	5013	100

# boomerang
24000	24000	60	24001	60	24002	60	24003	60
24010	24010	60	24011	60	24012	60	24013	60

# BACKGROUND OBJECTS
# bush
7107	4107	100
# cloud
7000	4000	100
7001	4001	100
7002	4002	100
7003	4003	100
7004	4004	100
7005	4005	100
# shrub
7100	4100	100
7101	4101	100
7102	4102	100
7103	4103	100
7104	4104	100
7105	4105	100
7106	4106	100
7307	6100	100
7308	6101	100
7309	6102	100
7310	6103	100
7311	6001	100
# finish area border
7200	6000	100
# finish area background
7201	6001	100

# ENEMIES
# boomerang bro, idle left
23000	23000	100
# boomerang bro, idle right
23001	23001	100
# boomerang bro, walk left
23002	23002	100	23000	100
# boomerang bro, walk right
23003	23003	100	23001	100
# boomerang bro, armed walk left
23004	23004	100	23014	100
# boomerang bro, armed walk right
23005	23005	100	23015	100
# boomerang bro, death left
23006	23006	100
# boomerang bro, death right
23007	23007	100

# HUD
400	50	100
401	51	100
402	52	100
403	53	100
404	54	100
405	55	100
406	56	100
407	57	100
408	58	100
409	59	100
410	60	100
411	61	100
412	62	100
413	63	100
414	64	100
415	65	100
416	66	100
417	67	100

# roulette
500	50000	100
501	50001	60	50002	60	50012	60	50002	60
502	50003	100
503	50004	100
504	50005	60	50006	60	50012	60	50006	60
505	50007	100
506	50008	100
507	50009	60	50010	60	50012	60	50010	60
508	50011	100
509	50013	100

[ANIMATION_SETS]
# MARIO
0	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4014	4015	4016	4017	4018	4019	4020	4021	4022	4023	4024	4025	4026	4027	4028	4029	4030	4031	4032	4033	4034	4035	4036	4037	4038	4039	4040	4041	4042	4043	4044	4045	4046	4047	4048	4049	4050	4051	4052	4053	4054	4055	4056	4057	4058	4059	4060	4061	4062	4063	4064	4065	4066
# PIPE
4	5200	5201	5202	5203
# WOOD PLATFORM
5	5000	5001	5002	5003	5004	5005
# BUSH
7	7107
# CLOUD
8	7000	7001	7002	7003	7004	7005
# SHRUB
9	7100	7101	7102	7103	7104	7105	7106	7307	7308	7309	7310	7311
# FIREBALL
10	8000	8001
# FINISH BORDER
13	7200
# FINISH BACKGROUND
14	7201
# ROULETTE
20	500	501	502	503	504	505	506	507	508	509
# BOOMERANG BRO
23	23000	23001	23002	23003	23004	23005	23006	23007
# BOOMERANG
24	24000	24010
#HUD
100	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417

[OBJECTS]
0	137	208	0
100	0	0	100

[CELLS]
C	0	0
13	192	0	13	15
14	208	0	14	15	3
7	16	224	7
7	32	224	7
8	48	112	8	3
9	48	224	9	0	6	4	3
9	64	208	9	2	5	1
9	64	192	9	0	1
5	0	240	5	1	32
4	128	208	4	2	0	0
23	32	215	23	32	64

C	0	1
14	256	0	14	15	16
9	272	224	9	7	8	11	11	10
9	288	208	9	9	11	7	8
9	288	192	9	9	11	10
9	288	176	9	9	7	8
9	288	160	9	9	10
9	288	144	9	7	8
9	448	224	9	7	8	10
9	464	208	9	9	10
9	464	192	9	7	8
20	384	160	20
