# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	Textures\mario.png	255	255	255
20	Textures\tiles.png	224	163	216
40	Textures\hud.png	255	0	255
60	Textures\mario-2.png	255	255	255

# id	left	top	right	bottom	texture_id
[SPRITES]
# idle left, normal
# slide left, raccoon
1420	5	633	21	663	0
# slide right, racoon
1421	425	633	441	663	0
# slide left, fire
1430	5	394	21	422	0
# slide right, fire
1431	425	394	441	422	0

# crouch left, super
1510	6	239	20	257	0
# crouch right, super
1511	426	239	440	257	0
# crouch left, raccoon
1520	2	719	24	737	0
# crouch right, raccoon
1521	422	719	444	737	0
# crouch left, fire
1530	6	479	20	497	0
# crouch right, fire
1531	426	479	440	497	0

# attack1, raccoon
1620	215	633	231	662	0
# attack2, raccoon
1621	215	674	231	702	0
# attack left, fire
16300	96	474	110	501	0
16301	66	474	80	501	0
16302	36	474	50	501	0
# attack right, fire
16310	336	474	350	501	0
16311	366	474	380	501	0
16312	396	474	410	501	0

# fly left
17200	91	714	115	741	0
17201	61	714	85	742	0
17202	61	754	85	781	0
# fly right
17210	331	714	355	741	0
17211	361	714	385	742	0
17212	361	754	385	781	0
# fly left, normal
17000	65	40	81	56	0
# fly right, normal
17010	365	40	381	56	0
# fly left, super
17100	33	195	52	221	0
# fly right, super
17110	394	195	413	221	0
# fly left, fire
17300	33	435	52	461	0
# fly right, fire
17310	394	435	412	461	0

# death
1800	215	120	231	136	0

# warping/emerging (normal, super, fire)
1900	216	0	230	15	0
1910	215	154	231	181	0
1930	215	394	231	421	0

# flapping, left
19000	0	0	22	26	60
19001	25	0	48	26	60
19002	51	0	74	26	60
# flapping, right
19010	77	0	100	26	60
19011	103	0	126	26	60
19012	129	0	150	26	60

# GAME OBJECTS
# BLOCK
2000	1055	188	1071	204	20
# pipe (topleft, topright, left, right)
# overworld
3200	1	205	17	221	20
3201	18	205	34	221	20
3202	1	222	17	238	20
3203	18	222	34	238	20
# underworld
3204	1	69	17	85	20
3205	18	69	34	85	20
3206	1	86	17	102	20
3207	18	86	34	102	20

#fireball left
5000	198	554	206	562	0
5001	180	553	188	562	0
5002	180	574	188	582	0
5003	198	573	206	582	0
#fireball right
5010	240	554	248	562	0
5011	258	553	266	562	0
5012	258	574	266	582	0
5013	240	573	248	582	0

# coin
7000	953	69	969	85	20
7001	970	69	986	85	20
7002	987	69	1003	85	20

#BACKGROUND OBJECTS
# finish area background
6001	698	35	714	51	20

# HUD sprites
50	33	32	41	39	40
51	43	32	51	39	40
52	53	32	61	39	40
53	63	32	71	39	40
54	73	32	81	39	40
55	83	32	91	39	40
56	93	32	101	39	40
57	103	32	111	39	40
58	113	32	121	39	40
59	123	32	131	39	40
60	3	33	11	40	40
61	12	33	27	40	40
62	163	33	187	61	40
63	187	33	211	61	40
64	211	33	235	61	40
65	235	33	259	61	40
66	3	3	155	31	40
67	220	107	236	123	40

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# MARIO
# idle normal left
4000	1000	100
# idle normal right
4001	1001	100
# idle super left
4002	1010	100
# idle super right
4003	1011	100
# idle raccoon left
4004	1020	100
# idle raccoon right
4005	1021	100
# idle fire left
4006	1030	100
# idle fire right
4007	1031	100
# walk normal left
4008	1100	100	1000	100
# walk normal right
4009	1101	100	1001	100
# walk super left
4010	11100	100	11101	100	11100	100	1010	100
# walk super right
4011	11110	100	11111	100	11110	100	1011	100
# walk raccoon left
4012	11200	100	11201	100	11200	100	1020	100
# walk raccoon right
4013	11210	100	11211	100	11210	100	1021	100
# walk fire left
4014	11300	100	11301	100	11300	100	1030	100
# walk fire right
4015	11310	100	11311	100	11310	100	1031	100
# jump normal left
4016	1200	100
# jump normal right
4017	1201	100
# jump super left
4018	1210	100
# jump super right
4019	1211	100
# jump raccoon left
4020	1220	100
# jump raccoon right
4021	1221	100
# jump fire left
4022	1230	100
# jump fire right
4023	1231	100
# sprint normal left
4024	13000	100	13001	100
# sprint normal right
4025	13010	100	13011	100
# sprint super left
4026	13100	100	13101	100	13102	100	13101	100
# sprint super right
4027	13110	100	13111	100	13112	100	13111	100
# sprint raccoon left
4028	13200	100	13201	100	13202	100	13201	100
# sprint raccoon right
4029	13210	100	13211	100	13212	100	13211	100
# sprint fire left
4030	13300	100	13301	100	13302	100	13301	100
# sprint fire right
4031	13310	100	13311	100	13312	100	13311	100
# slide normal left
4032	1400	100
# slide normal right
4033	1401	100
# slide super left
4034	1410	100
# slide super right
4035	1411	100
# slide raccoon left
4036	1420	100
# slide raccoon right
4037	1421	100
# slide fire left
4038	1430	100
# slide fire right
4039	1431	100
# crouch super left
4040	1510	100
# crouch super right
4041	1511	100
# crouch racoon left
4042	1520	100
# crouch raccoon right
4043	1521	100
# crouch fire left
4044	1530	100
# crouch fire right
4045	1531	100
# attack raccoon left
4046	13200	60	1620	60	13210	60	1621	60	13200	60
# attack raccoon right
4047	13210	60	1620	60	13200	60	1621	60	13210	60
# attack fire left
4048	16300	60	16301	60	16302	60
# attack fire right
4049	16310	60	16311	60	16312	60
# fly raccoon left
4050	17200	80	17201	80	17200	80	17202	80
# fly raccoon right
4051	17210	80	17211	80	17210	80	17212	80
# death
4052	1800	100
# warping/emerging normal
4053	1900	100
# warping/emerging super
4054	1910	100
# warping/emerging raccoon
4055	1620	100
# warping/emerging fire
4056	1930	100
# fly normal left
4057	17000	100
# fly normal right
4058	17010	100
# fly super left
4059	17100	100
# fly super right
4060	17110	100
# fly fire left
4061	17300	100
# fly fire right
4062	17310	100
# flap left
4063	19002	80	19001	80	19000	80	19001	80
# flap right
4064	19012	80	19011	80	19010	80	19011	80
# high jump, left
4065	17200	100
# high jump, right
4066	17210	100

# BLOCKS
6000	2000	100

# pipe
5200	3200	100
5201	3201	100
5202	3202	100
5203	3203	100
5204	3204	100
5205	3205	100
5206	3206	100
5207	3207	100

# fireball
8000	5000	100	5001	100	5002	100	5003	100
8001	5010	100	5011	100	5012	100	5013	100

# coin
15000	7000	100
15001	7000	100	7001	100	7002	100	7001	100

# BACKGROUND OBJECTS
# finish area background
7201	6001	100

#HUD
# HUD
400	50	100
401	51	100
402	52	100
403	53	100
404	54	100
405	55	100
406	56	100
407	57	100
408	58	100
409	59	100
410	60	100
411	61	100
412	62	100
413	63	100
414	64	100
415	65	100
416	66	100
417	67	100

[ANIMATION_SETS]
# MARIO
0	4000	4001	4002	4003	4004	4005	4006	4007	4008	4009	4010	4011	4012	4013	4014	4015	4016	4017	4018	4019	4020	4021	4022	4023	4024	4025	4026	4027	4028	4029	4030	4031	4032	4033	4034	4035	4036	4037	4038	4039	4040	4041	4042	4043	4044	4045	4046	4047	4048	4049	4050	4051	4052	4053	4054	4055	4056	4057	4058	4059	4060	4061	4062	4063	4064	4065	4066
# BLOCK (id = 5 allows us to reuse the wood platform constructors - saves time setting up objects)
5	6000	6000	6000	6000	6000	6000
# PIPE
4	5200	5201	5202	5203	5204	5205	5206	5207
# FIREBALL
10	8000	8001
# FINISH BACKGROUND
14	7201
# COIN
15	15000	15001
#HUD
100	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417

[OBJECTS]
0	136	5	0
100	0	0	100

[CELLS]
C	0	0
14	0	0	14	12	16
5	0	0	5	12	8
5	160	0	5	1	6
5	128	160	5	2	8
15	208	40	15
15	224	24	15
15	240	24	15
15	224	72	15
15	240	72	15
15	208	104	15
15	224	120	15
15	240	120	15
4	128	0	4	2	1	0

C	0	1
14	256	0	14	12	36
5	256	0	5	1	6
5	256	144	5	3	16
5	272	128	5	1	15
5	288	112	5	1	14
5	304	96	5	1	13
5	320	80	5	1	12
5	336	64	5	1	11
5	384	0	5	4	8
15	256	40	15
15	256	56	15
15	256	88	15
15	256	104	15
4	352	0	4	2	1	1
19	354	0	0	28	8	2	2345	208	1
